projectID INT,launchMonth VARCHAR(256),flightYear INT,launchLocation VARCHAR(256),countryName VARCHAR(256),missionStatus VARCHAR(256)
1088,Jul,2002,SLC-17A Cape Canaveral AFS Florida,USA,Success
1089,Jul,2002,ELA-3 Guiana Space Centre French Guiana,France,Success
1090,Jun,2002,SLC-4W Vandenberg AFB California,USA,Success
1091,Jun,2002,Site 133/3 Plesetsk Cosmodrome,Russia,Success
1092,Jun,2002,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1093,Jun,2002,LC-39A Kennedy Space Center Florida,USA,Success
1094,Jun,2002,ELA-2 Guiana Space Centre French Guiana,France,Success
1095,May,2002,Pad 1 Palmachim Airbase,Israel,Success
1096,May,2002,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1097,May,2002,LC-7 Taiyuan Satellite Launch Center,China,Success
1098,May,2002,SLC-2W Vandenberg AFB California,USA,Success
1099,Apr,2002,ELA-2 Guiana Space Centre French Guiana,France,Success
1100,Apr,2002,LC-39B Kennedy Space Center Florida,USA,Success
1101,Apr,2002,Site 16/2 Plesetsk Cosmodrome,Russia,Success
1102,Mar,2002,ELA-2 Guiana Space Centre French Guiana,France,Success
1103,Mar,2002,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
1104,Mar,2002,Site 133/3 Plesetsk Cosmodrome,Russia,Success
1105,Mar,2002,SLC-36A Cape Canaveral AFS Florida,USA,Success
1106,Mar,2002,LC-39A Kennedy Space Center Florida,USA,Success
1107,Mar,2002,ELA-3 Guiana Space Centre French Guiana,France,Success
1108,Feb,2002,ELA-2 Guiana Space Centre French Guiana,France,Success
1109,Feb,2002,SLC-36B Cape Canaveral AFS Florida,USA,Success
1110,Feb,2002,SLC-2W Vandenberg AFB California,USA,Success
1111,Feb,2002,Stargazer Cape Canaveral AFS Florida,USA,Success
1112,Feb,2002,LA-Y1 Tanegashima Space Center,Japan,Success
1113,Jan,2002,ELA-2 Guiana Space Centre French Guiana,France,Success
1114,Jan,2002,SLC-40 Cape Canaveral AFS Florida,USA,Success
1115,Dec,2001,Site 32/1 Plesetsk Cosmodrome,Russia,Success
1116,Dec,2001,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
1117,Dec,2001,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
1118,Dec,2001,SLC-2W Vandenberg AFB California,USA,Success
1119,Dec,2001,LC-39B Kennedy Space Center Florida,USA,Success
1120,Nov,2001,ELA-2 Guiana Space Centre French Guiana,France,Success
1121,Oct,2001,Site 43/3 Plesetsk Cosmodrome,Russia,Success
1122,Oct,2001,First Launch Pad Satish Dhawan Space Centre,India,Success
1123,Oct,2001,SLC-2W Vandenberg AFB California,USA,Success
1124,Oct,2001,SLC-36B Cape Canaveral AFS Florida,USA,Success
1125,Oct,2001,SLC-4E Vandenberg AFB California,USA,Success
1126,Sep,2001,LP-1 Pacific Spaceport Complex Alaska,USA,Success
1127,Sep,2001,ELA-2 Guiana Space Centre French Guiana,France,Success
1128,Sep,2001,SLC-576E Vandenberg AFB California,USA,Failure
1129,Sep,2001,SLC-3E Vandenberg AFB California,USA,Success
1130,Aug,2001,ELA-2 Guiana Space Centre French Guiana,France,Success
1131,Aug,2001,LA-Y1 Tanegashima Space Center,Japan,Success
1132,Aug,2001,LC-39A Kennedy Space Center Florida,USA,Success
1133,Aug,2001,SLC-17A Cape Canaveral AFS Florida,USA,Success
1134,Aug,2001,SLC-40 Cape Canaveral AFS Florida,USA,Success
1135,Jul,2001,SLC-36A Cape Canaveral AFS Florida,USA,Success
1136,Jul,2001,Site 43/4 Plesetsk Cosmodrome,Russia,Success
1137,Jul,2001,ELA-3 Guiana Space Centre French Guiana,France,Partial Failure
1138,Jul,2001,LC-39B Kennedy Space Center Florida,USA,Success
1139,Jun,2001,SLC-17A Cape Canaveral AFS Florida,USA,Success
1140,Jun,2001,SLC-36B Cape Canaveral AFS Florida,USA,Success
1141,Jun,2001,ELA-2 Guiana Space Centre French Guiana,France,Success
1142,Jun,2001,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1143,May,2001,SLC-17B Cape Canaveral AFS Florida,USA,Success
1144,May,2001,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1145,Apr,2001,LC-39A Kennedy Space Center Florida,USA,Success
1146,Apr,2001,First Launch Pad Satish Dhawan Space Centre,India,Partial Failure
1147,Apr,2001,SLC-17A Cape Canaveral AFS Florida,USA,Success
1148,Mar,2001,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1149,Mar,2001,ELA-3 Guiana Space Centre French Guiana,France,Success
1150,Mar,2001,LC-39B Kennedy Space Center Florida,USA,Success
1151,Feb,2001,SLC-40 Cape Canaveral AFS Florida,USA,Success
1152,Feb,2001,Svobodny Cosmodrome,Russia,Success
1153,Feb,2001,LC-39A Kennedy Space Center Florida,USA,Success
1154,Feb,2001,ELA-2 Guiana Space Centre French Guiana,France,Success
1155,Jan,2001,SLC-17A Cape Canaveral AFS Florida,USA,Success
1156,Jan,2001,ELA-2 Guiana Space Centre French Guiana,France,Success
1157,Jan,2001,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
1158,Dec,2000,Site 32/1 Plesetsk Cosmodrome,Russia,Failure
1159,Dec,2000,LC-2 Xichang Satellite Launch Center,China,Success
1160,Dec,2000,ELA-3 Guiana Space Centre French Guiana,France,Success
1161,Dec,2000,SLC-36A Cape Canaveral AFS Florida,USA,Success
1162,Dec,2000,Svobodny Cosmodrome,Russia,Success
1163,Nov,2000,LC-39B Kennedy Space Center Florida,USA,Success
1164,Nov,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1165,Nov,2000,SLC-2W Vandenberg AFB California,USA,Success
1166,Nov,2000,Site 132/1 Plesetsk Cosmodrome,Russia,Failure
1167,Nov,2000,ELA-3 Guiana Space Centre French Guiana,France,Success
1168,Nov,2000,SLC-17A Cape Canaveral AFS Florida,USA,Success
1169,Oct,2000,LC-2 Xichang Satellite Launch Center,China,Success
1170,Oct,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1171,Oct,2000,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1172,Oct,2000,SLC-36A Cape Canaveral AFS Florida,USA,Success
1173,Oct,2000,LC-39A Kennedy Space Center Florida,USA,Success
1174,Oct,2000,Stargazer Ronald Reagan Ballistic Missile Defense Test Site Marshall Islands,USA,Success
1175,Oct,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1176,Sep,2000,Site 109/95 Baikonur Cosmodrome,Kazakhstan,Success
1177,Sep,2000,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
1178,Sep,2000,SLC-4W Vandenberg AFB California,USA,Success
1179,Sep,2000,ELA-3 Guiana Space Centre French Guiana,France,Success
1180,Sep,2000,LC-39B Kennedy Space Center Florida,USA,Success
1181,Sep,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1182,Aug,2000,SLC-17B Cape Canaveral AFS Florida,USA,Success
1183,Aug,2000,SLC-4E Vandenberg AFB California,USA,Success
1184,Aug,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1185,Jul,2000,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1186,Jul,2000,SLC-8 Vandenberg AFB California,USA,Success
1187,Jul,2000,SLC-17A Cape Canaveral AFS Florida,USA,Success
1188,Jul,2000,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1189,Jul,2000,SLC-36B Cape Canaveral AFS Florida,USA,Success
1190,Jun,2000,SLC-36A Cape Canaveral AFS Florida,USA,Success
1191,Jun,2000,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1192,Jun,2000,LC-3 Xichang Satellite Launch Center,China,Success
1193,Jun,2000,Stargazer Vandenberg AFB California,USA,Success
1194,May,2000,SLC-36B Cape Canaveral AFS Florida,USA,Success
1195,May,2000,LC-39A Kennedy Space Center Florida,USA,Success
1196,May,2000,Site 133/3 Plesetsk Cosmodrome,Russia,Success
1197,May,2000,SLC-17A Cape Canaveral AFS Florida,USA,Success
1198,May,2000,SLC-40 Cape Canaveral AFS Florida,USA,Success
1199,May,2000,SLC-36A Cape Canaveral AFS Florida,USA,Success
1200,Apr,2000,ELA-3 Guiana Space Centre French Guiana,France,Success
1201,Mar,2000,SLC-2W Vandenberg AFB California,USA,Success
1202,Mar,2000,ELA-3 Guiana Space Centre French Guiana,France,Success
1203,Mar,2000,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Failure
1204,Mar,2000,SLC-576E Vandenberg AFB California,USA,Success
1205,Mar,2000,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
1206,Feb,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1207,Feb,2000,LC-39A Kennedy Space Center Florida,USA,Success
1208,Feb,2000,Mu Pad Uchinoura Space Center,Japan,Failure
1209,Feb,2000,SLC-17B Cape Canaveral AFS Florida,USA,Success
1210,Feb,2000,SLC-36B Cape Canaveral AFS Florida,USA,Success
1211,Jan,2000,SLC-8 Vandenberg AFB California,USA,Success
1212,Jan,2000,LC-2 Xichang Satellite Launch Center,China,Success
1213,Jan,2000,ELA-2 Guiana Space Centre French Guiana,France,Success
1214,Jan,2000,SLC-36A Cape Canaveral AFS Florida,USA,Success
1215,Dec,1999,SLC-576E Vandenberg AFB California,USA,Success
1216,Dec,1999,Site 16/2 Plesetsk Cosmodrome,Russia,Success
1217,Dec,1999,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
1218,Dec,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1219,Dec,1999,LC-39A Kennedy Space Center Florida,USA,Success
1220,Dec,1999,SLC-3E Vandenberg AFB California,USA,Success
1221,Dec,1999,SLC-4W Vandenberg AFB California,USA,Success
1222,Dec,1999,VLS Pad Alc?â€ºntara Launch Center Maranh?Å“o,Brazil,Failure
1223,Dec,1999,ELA-3 Guiana Space Centre French Guiana,France,Success
1224,Dec,1999,Stargazer Vandenberg AFB California,USA,Success
1225,Dec,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1226,Nov,1999,SLC-36B Cape Canaveral AFS Florida,USA,Success
1227,Nov,1999,Site 901 (SLS-1) Jiuquan Satellite Launch Center,China,Success
1228,Nov,1999,LA-Y1 Tanegashima Space Center,Japan,Failure
1229,Nov,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1230,Oct,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1231,Oct,1999,LC-7 Taiyuan Satellite Launch Center,China,Success
1232,Oct,1999,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1233,Sep,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1234,Sep,1999,SLC-6 Vandenberg AFB California,USA,Success
1235,Sep,1999,SLC-36A Cape Canaveral AFS Florida,USA,Success
1236,Sep,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1237,Aug,1999,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1238,Aug,1999,SLC-17B Cape Canaveral AFS Florida,USA,Success
1239,Aug,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1240,Aug,1999,SLC-17A Cape Canaveral AFS Florida,USA,Success
1241,Jul,1999,SLC-17A Cape Canaveral AFS Florida,USA,Success
1242,Jul,1999,LC-39B Kennedy Space Center Florida,USA,Success
1243,Jul,1999,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
1244,Jul,1999,SLC-17B Cape Canaveral AFS Florida,USA,Success
1245,Jul,1999,Site 43/3 Plesetsk Cosmodrome,Russia,Success
1246,Jun,1999,SLC-17A Cape Canaveral AFS Florida,USA,Success
1247,Jun,1999,SLC-4W Vandenberg AFB California,USA,Success
1248,Jun,1999,LC-7 Taiyuan Satellite Launch Center,China,Success
1249,Jun,1999,SLC-17B Cape Canaveral AFS Florida,USA,Success
1250,May,1999,First Launch Pad Satish Dhawan Space Centre,India,Success
1251,May,1999,LC-39B Kennedy Space Center Florida,USA,Success
1252,May,1999,SLC-4E Vandenberg AFB California,USA,Success
1253,May,1999,Stargazer Vandenberg AFB California,USA,Success
1254,May,1999,LC-7 Taiyuan Satellite Launch Center,China,Success
1255,May,1999,SLC-17B Cape Canaveral AFS Florida,USA,Failure
1256,Apr,1999,SLC-40 Cape Canaveral AFS Florida,USA,Failure
1257,Apr,1999,Site 107/1 Kapustin Yar,Russia,Success
1258,Apr,1999,SLC-6 Vandenberg AFB California,USA,Failure
1259,Apr,1999,Site 109/95 Baikonur Cosmodrome,Kazakhstan,Success
1260,Apr,1999,SLC-2W Vandenberg AFB California,USA,Success
1261,Apr,1999,SLC-36A Cape Canaveral AFS Florida,USA,Success
1262,Apr,1999,SLC-41 Cape Canaveral AFS Florida,USA,Failure
1263,Apr,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1264,Mar,1999,LP Odyssey Kiritimati Launch Area,Pacific Ocean,Success
1265,Mar,1999,Stargazer Vandenberg AFB California,USA,Success
1266,Feb,1999,ELA-2 Guiana Space Centre French Guiana,France,Success
1267,Feb,1999,SLC-2W Vandenberg AFB California,USA,Success
1268,Feb,1999,SLC-36A Cape Canaveral AFS Florida,USA,Success
1269,Feb,1999,SLC-17A Cape Canaveral AFS Florida,USA,Success
1270,Jan,1999,SLC-46 Cape Canaveral AFS Florida,USA,Success
1271,Jan,1999,SLC-17B Cape Canaveral AFS Florida,USA,Success
1272,Dec,1998,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1273,Dec,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1274,Dec,1998,LC-7 Taiyuan Satellite Launch Center,China,Success
1275,Dec,1998,SLC-17A Cape Canaveral AFS Florida,USA,Success
1276,Dec,1998,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1277,Dec,1998,Stargazer Vandenberg AFB California,USA,Success
1278,Dec,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1279,Dec,1998,LC-39A Kennedy Space Center Florida,USA,Success
1280,Nov,1998,SLC-17B Cape Canaveral AFS Florida,USA,Success
1281,Nov,1998,SLC-2W Vandenberg AFB California,USA,Success
1282,Oct,1998,LC-39B Kennedy Space Center Florida,USA,Success
1283,Oct,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1284,Oct,1998,Stargazer Cape Canaveral AFS Florida,USA,Success
1285,Oct,1998,ELA-3 Guiana Space Centre French Guiana,France,Success
1286,Oct,1998,SLC-36A Cape Canaveral AFS Florida,USA,Success
1287,Oct,1998,SLC-36B Cape Canaveral AFS Florida,USA,Success
1288,Oct,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1289,Oct,1998,SLC-576E Vandenberg AFB California,USA,Success
1290,Sep,1998,Site 43/3 Plesetsk Cosmodrome,Russia,Success
1291,Sep,1998,Stargazer Wallops Flight Facility Virginia,USA,Success
1292,Sep,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1293,Sep,1998,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Failure
1294,Sep,1998,SLC-2W Vandenberg AFB California,USA,Success
1295,Aug,1998,Pad 1 Tonghae Satellite Launching Ground,North Korea,Failure
1296,Aug,1998,SLC-17B Cape Canaveral AFS Florida,USA,Failure
1297,Aug,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1298,Aug,1998,SLC-2W Vandenberg AFB California,USA,Success
1299,Aug,1998,LC-7 Taiyuan Satellite Launch Center,China,Success
1300,Aug,1998,Site 41/1 Plesetsk Cosmodrome,Russia,Success
1301,Aug,1998,SLC-41 Cape Canaveral AFS Florida,USA,Failure
1302,Aug,1998,Stargazer Wallops Flight Facility Virginia,USA,Success
1303,Jul,1998,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
1304,Jul,1998,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
1305,Jul,1998,K-407 Submarine Barents Sea Launch Area,Barents Sea,Success
1306,Jul,1998,Mu Pad Uchinoura Space Center,Japan,Success
1307,Jul,1998,Site 43/3 Plesetsk Cosmodrome,Russia,Success
1308,Jun,1998,SLC-36A Cape Canaveral AFS Florida,USA,Success
1309,Jun,1998,LC-2 Xichang Satellite Launch Center,China,Success
1310,Jun,1998,Site 32/1 Plesetsk Cosmodrome,Russia,Partial Failure
1311,Jun,1998,SLC-17A Cape Canaveral AFS Florida,USA,Success
1312,Jun,1998,LC-39A Kennedy Space Center Florida,USA,Success
1313,May,1998,LC-2 Xichang Satellite Launch Center,China,Success
1314,May,1998,SLC-2W Vandenberg AFB California,USA,Success
1315,May,1998,SLC-4W Vandenberg AFB California,USA,Success
1316,May,1998,SLC-40 Cape Canaveral AFS Florida,USA,Success
1317,May,1998,Site 16/2 Plesetsk Cosmodrome,Russia,Success
1318,May,1998,LC-7 Taiyuan Satellite Launch Center,China,Success
1319,Apr,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1320,Apr,1998,SLC-17A Cape Canaveral AFS Florida,USA,Success
1321,Apr,1998,LC-39B Kennedy Space Center Florida,USA,Success
1322,Apr,1998,Stargazer Vandenberg AFB California,USA,Success
1323,Mar,1998,SLC-2W Vandenberg AFB California,USA,Success
1324,Mar,1998,LC-7 Taiyuan Satellite Launch Center,China,Success
1325,Mar,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1326,Mar,1998,SLC-36A Cape Canaveral AFS Florida,USA,Success
1327,Feb,1998,SLC-36B Cape Canaveral AFS Florida,USA,Success
1328,Feb,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1329,Feb,1998,Stargazer Wallops Flight Facility Virginia,USA,Success
1330,Feb,1998,LA-Y1 Tanegashima Space Center,Japan,Partial Failure
1331,Feb,1998,SLC-2W Vandenberg AFB California,USA,Success
1332,Feb,1998,SLC-17A Cape Canaveral AFS Florida,USA,Success
1333,Feb,1998,SLC-576E Vandenberg AFB California,USA,Success
1334,Feb,1998,ELA-2 Guiana Space Centre French Guiana,France,Success
1335,Jan,1998,SLC-36A Cape Canaveral AFS Florida,USA,Success
1336,Jan,1998,Pad 1 Palmachim Airbase,Israel,Failure
1337,Jan,1998,LC-39A Kennedy Space Center Florida,USA,Success
1338,Jan,1998,SLC-17B Cape Canaveral AFS Florida,USA,Success
1339,Jan,1998,SLC-46 Cape Canaveral AFS Florida,USA,Success
1340,Dec,1997,Site 81/23 Baikonur Cosmodrome,Kazakhstan,Partial Failure
1341,Dec,1997,Svobodny Cosmodrome,Russia,Success
1342,Dec,1997,Stargazer Wallops Flight Facility Virginia,USA,Success
1343,Dec,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1344,Dec,1997,SLC-2W Vandenberg AFB California,USA,Success
1345,Dec,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1346,Dec,1997,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
1347,Dec,1997,SLC-36B Cape Canaveral AFS Florida,USA,Success
1348,Dec,1997,LC-7 Taiyuan Satellite Launch Center,China,Success
1349,Dec,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1350,Nov,1997,LA-Y1 Tanegashima Space Center,Japan,Success
1351,Nov,1997,LC-39B Kennedy Space Center Florida,USA,Success
1352,Nov,1997,SLC-2W Vandenberg AFB California,USA,Success
1353,Nov,1997,SLC-41 Cape Canaveral AFS Florida,USA,Success
1354,Nov,1997,SLC-17A Cape Canaveral AFS Florida,USA,Success
1355,Nov,1997,VLS Pad Alc?â€ºntara Launch Center Maranh?Å“o,Brazil,Failure
1356,Oct,1997,ELA-3 Guiana Space Centre French Guiana,France,Partial Failure
1357,Oct,1997,SLC-36A Cape Canaveral AFS Florida,USA,Success
1358,Oct,1997,SLC-4E Vandenberg AFB California,USA,Success
1359,Oct,1997,Stargazer Wallops Flight Facility Virginia,USA,Success
1360,Oct,1997,LC-2 Xichang Satellite Launch Center,China,Success
1361,Oct,1997,SLC-40 Cape Canaveral AFS Florida,USA,Success
1362,Oct,1997,SLC-36B Cape Canaveral AFS Florida,USA,Success
1363,Sep,1997,First Launch Pad Satish Dhawan Space Centre,India,Partial Failure
1364,Sep,1997,SLC-2W Vandenberg AFB California,USA,Success
1365,Sep,1997,LC-39A Kennedy Space Center Florida,USA,Success
1366,Sep,1997,Site 43/3 Plesetsk Cosmodrome,Russia,Success
1367,Sep,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1368,Sep,1997,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1369,Sep,1997,SLC-36A Cape Canaveral AFS Florida,USA,Success
1370,Sep,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1371,Sep,1997,LC-7 Taiyuan Satellite Launch Center,China,Success
1372,Aug,1997,Stargazer Vandenberg AFB California,USA,Success
1373,Aug,1997,SLC-17A Cape Canaveral AFS Florida,USA,Success
1374,Aug,1997,SLC-6 Vandenberg AFB California,USA,Success
1375,Aug,1997,SLC-2W Vandenberg AFB California,USA,Success
1376,Aug,1997,LC-2 Xichang Satellite Launch Center,China,Success
1377,Aug,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1378,Aug,1997,LC-39A Kennedy Space Center Florida,USA,Success
1379,Aug,1997,Stargazer Base Aerea de Gando,Gran Canaria,Success
1380,Jul,1997,SLC-36B Cape Canaveral AFS Florida,USA,Success
1381,Jul,1997,SLC-17A Cape Canaveral AFS Florida,USA,Success
1382,Jul,1997,SLC-2W Vandenberg AFB California,USA,Success
1383,Jul,1997,LC-39A Kennedy Space Center Florida,USA,Success
1384,Jun,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1385,Jun,1997,LC-3 Xichang Satellite Launch Center,China,Success
1386,Jun,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1387,May,1997,SLC-17A Cape Canaveral AFS Florida,USA,Success
1388,May,1997,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Failure
1389,May,1997,LC-39A Kennedy Space Center Florida,USA,Success
1390,May,1997,Site 43/4 Plesetsk Cosmodrome,Russia,Success
1391,May,1997,LC-2 Xichang Satellite Launch Center,China,Success
1392,May,1997,SLC-2W Vandenberg AFB California,USA,Success
1393,Apr,1997,SLC-36B Cape Canaveral AFS Florida,USA,Success
1394,Apr,1997,Stargazer Base Aerea de Gando,Gran Canaria,Success
1395,Apr,1997,Site 132/1 Plesetsk Cosmodrome,Russia,Success
1396,Apr,1997,ELA-2 Guiana Space Centre French Guiana,France,Success
1397,Apr,1997,LC-39A Kennedy Space Center Florida,USA,Success
1398,Apr,1997,SLC-4W Vandenberg AFB California,USA,Success
